ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:    4520      1301.4101      3339.7580      3752.8061       204.3603        -938920.5723     85292.4404         0.0000         0.0000    149678.5760        -695351.2214       299.6465   -845029.7974   -695018.7982       299.1364            -38.2628        -3.9764   2465871.6859        -1.1874        -1.1069
ENERGY:    4560      1280.1079      3370.3477      3734.2588       194.3385        -938511.3062     85342.3583         0.0000         0.0000    149412.0920        -695177.8030       299.1130   -844589.8950   -694841.1967       299.0819            -29.0357         3.5131   2466911.3033        13.1869        13.0644
ENERGY:    4600      1307.9335      3279.2837      3746.9571       199.1946        -939096.4508     85407.4788         0.0000         0.0000    149954.8839        -695200.7191       300.1996   -845155.6030   -694852.2791       299.5700             -5.4753        29.0520   2465186.3668        -9.7007        -9.7890
ENERGY:    4640      1305.9683      3465.4921      3731.2615       195.1055        -938483.5290     84955.8716         0.0000         0.0000    149595.0141        -695234.8159       299.4792   -844829.8300   -694896.5492       299.5168            -63.2241       -31.2413   2467444.6263        -0.0949        -0.2246
ENERGY:    4680      1291.2476      3414.4234      3735.7581       195.3202        -938532.7003     84911.2163         0.0000         0.0000    149660.5262        -695324.2086       299.6103   -844984.7348   -694990.5055       299.5522            -56.0679       -22.0854   2465535.6538        -0.3446        -0.3315
ENERGY:    4720      1284.3621      3360.2033      3724.7185       178.6631        -938333.9125     84491.8273         0.0000         0.0000    149891.9332        -695402.2051       300.0736   -845294.1383   -695055.7637       299.8642           -127.7405       -92.8385   2465801.8300        -8.2762        -8.3636
ENERGY:    4760      1307.1795      3369.4095      3691.1973       188.7326        -938726.9104     85093.3475         0.0000         0.0000    149580.5031        -695496.5408       299.4501   -845077.0440   -695145.3153       299.4824            -29.4834         5.1894   2463795.6150        -8.1668        -8.1536
ENERGY:    4800      1259.4836      3359.9726      3774.3036       201.2177        -939803.7295     85889.3431         0.0000         0.0000    149673.8541        -695645.5547       299.6370   -845319.4088   -695313.8275       299.5363             68.2286       102.3862   2463068.3683        23.1185        23.1259
ENERGY:    4840      1288.5898      3353.5498      3773.7754       215.4467        -939196.8143     85291.1053         0.0000         0.0000    149506.9487        -695767.3987       299.3029   -845274.3474   -695440.0255       299.2629            -22.1530        12.7635   2464748.6939        -0.4247        -0.4052
ENERGY:    4880      1296.2595      3338.1042      3711.6676       183.2904        -938619.3819     85051.7048         0.0000         0.0000    149289.0152        -695749.3401       298.8666   -845038.3554   -695371.8402       298.8015            -62.7081       -29.0558   2466509.4066       -20.6665       -20.8203
ENERGY:    4920      1282.1023      3357.5527      3719.7559       185.5285        -938856.6321     85160.9520         0.0000         0.0000    149490.3567        -695660.3840       299.2697   -845150.7407   -695300.0742       299.1633            -83.2599       -48.6216   2466691.5395       -12.0137       -12.0045
ENERGY:    4960      1291.1897      3291.3025      3745.9206       193.0208        -938687.8751     85086.8379         0.0000         0.0000    149343.2852        -695736.3183       298.9752   -845079.6036   -695375.4104       299.8007            -23.1287         8.6989   2465575.9512        38.9832        38.7596
ENERGY:    5000      1279.9932      3353.0650      3773.5849       197.5619        -938811.4154     84888.5116         0.0000         0.0000    149542.0845        -695776.6143       299.3732   -845318.6988   -695419.9392       299.5138           -120.8860       -84.3177   2463996.9986       -10.5063       -10.2127
ENERGY:    5040      1287.4355      3429.0741      3736.4325       182.8095        -938453.4492     84624.9390         0.0000         0.0000    149542.7431        -695650.0154       299.3745   -845192.7585   -695313.9976       299.5965           -110.2936       -77.7394   2464028.3511        -0.1363        -0.4300
ENERGY:    5080      1287.1131      3395.5634      3758.2241       190.2716        -938236.4877     84797.5344         0.0000         0.0000    149126.0690        -695681.7121       298.5404   -844807.7811   -695319.3781       299.5690            -83.7196       -48.7927   2464648.6513        11.5620        11.6321
ENERGY:    5120      1256.2273      3245.0262      3744.6910       201.9503        -937671.5300     84383.3945         0.0000         0.0000    149260.0706        -695580.1701       298.8087   -844840.2407   -695219.0037       298.7702           -158.0960      -124.9504   2465383.7514       -19.1183       -19.4248
ENERGY:    5160      1250.5413      3335.1743      3745.2529       199.0767        -938037.5525     84577.8761         0.0000         0.0000    149327.6555        -695601.9758       298.9440   -844929.6313   -695247.2830       299.0354           -100.8588       -67.5224   2463263.1138        -0.7665        -0.6632
ENERGY:    5200      1299.1455      3313.2064      3752.7280       193.4022        -938777.8534     84851.4165         0.0000         0.0000    149775.7660        -695592.1888       299.8410   -845367.9548   -695254.0005       299.8317            -75.8960       -44.4904   2460906.0789         5.2242         5.1708
ENERGY:    5240      1269.9594      3316.3169      3743.3692       221.9622        -939460.4980     85468.8172         0.0000         0.0000    149822.2672        -695617.8059       299.9341   -845440.0731   -695270.1535       299.5533             34.6673        68.6910   2459061.7433         7.4542         7.2474
ENERGY:    5280      1234.7077      3346.8780      3730.0586       198.7821        -939554.2384     85467.1858         0.0000         0.0000    150013.3208        -695563.3054       300.3166   -845576.6261   -695229.3905       299.7153             37.5633        72.1014   2457022.6723        19.6301        19.5726
ENERGY:    5320      1258.7323      3382.9295      3704.5809       204.4296        -938523.3639     84444.4503         0.0000         0.0000    149997.2921        -695530.9493       300.2845   -845528.2414   -695180.8203       299.7856            -68.5357       -34.3042   2458814.9857        -8.1196        -8.2478
ENERGY:    5360      1250.2020      3335.3002      3734.9426       210.0785        -937546.3695     84091.2945         0.0000         0.0000    149335.4118        -695589.1400       298.9595   -844924.5519   -695248.9176       299.2160            -86.6913       -51.3995   2459471.4550       -14.1122       -14.0476
ENERGY:    5400      1246.2852      3350.6703      3738.3231       209.6869        -938846.0173     84967.1871         0.0000         0.0000    149527.6610        -695806.2037       299.3444   -845333.8647   -695458.8062       299.2621             10.0757        45.2897   2458489.7475        -2.2901        -2.2127
ENERGY:    5440      1251.0533      3315.5485      3761.5725       189.4995        -938634.9592     85143.3019         0.0000         0.0000    149194.4545        -695779.5290       298.6773   -844973.9836   -695431.4923       299.1882             21.0895        57.6961   2458714.2843       -12.1644       -12.0029
ENERGY:    5480      1279.3215      3322.9920      3765.0135       189.3130        -937490.1182     84105.6209         0.0000         0.0000    148933.7592        -695894.0981       298.1554   -844827.8572   -695548.7632       298.5245            -92.7609       -58.8943   2460781.8783        33.9001        33.6468
ENERGY:    5520      1260.4550      3372.2763      3731.3047       201.1710        -938413.9744     84859.2850         0.0000         0.0000    148963.3864        -696026.0959       298.2147   -844989.4823   -695703.6712       298.6441            -30.0552         3.1718   2459237.5344         3.2195         3.0581
ENERGY:    5560      1280.6868      3391.7703      3706.2299       192.5414        -938774.9974     84704.5737         0.0000         0.0000    149545.6783        -695953.5170       299.3804   -845499.1953   -695625.2147       298.8769            -61.7978       -30.0531   2459581.8648         8.0667         8.2721
ENERGY:    5600      1319.1806      3420.4655      3707.7873       186.4175        -938488.8142     84669.7592         0.0000         0.0000    149357.8854        -695827.3186       299.0045   -845185.2040   -695484.5770       299.1733            -54.4383       -21.7329   2460637.9142       -10.8816       -10.8770
ENERGY:    5640      1238.8842      3342.5070      3728.2849       209.3913        -938212.4436     84535.9750         0.0000         0.0000    149438.3569        -695719.0443       299.1656   -845157.4013   -695379.2430       299.3781            -86.4385       -54.5841   2462126.1260        18.7549        18.7301
